"sf__Id","sf__Error",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCYQEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYQEA2","Oil","Suspended","Artificial Lift","5112.85","12593.48","9237.92","Fayetteville","2021-10-21","2022-02-16","2026-06-15","PRD-03","34-668-60409-416"
"a0Qak00000ktCX6EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCX6EAM","Oil","Producing","Artificial Lift","7507.39","12422.94","9976.79","Bone Spring","2023-04-28","2023-08-08","2026-06-07","PRD-05","69-629-20254-420"
"a0Qak00000ktCctEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCctEAE","Oil","Producing","Artificial Lift","30940.03","11306.63","9410.6","Wolfcamp","2025-03-24","2026-03-13","2026-06-13","PRD-05","88-154-55029-421"
"a0Qak00000ktCahEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCahEAE","Oil","Shut-In","Shut-In","7303.87","16805.77","12559.89","Spraberry","2020-09-15","2021-03-12","2026-03-07","PRD-01","98-711-49855-422"
"a0Qak00000ktCWBEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWBEA2","Oil","Shut-In","Flowing","4528.81","9590.47","6697.41","Tuscaloosa","2021-07-07","2021-08-13","2026-04-04","PRD-03","85-856-29809-424"
"a0Qak00000ktCaOEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaOEAU","Oil","Shut-In","Artificial Lift","3043.29","17390.33","11871.83","Permian Basin","2018-06-16","2018-08-01","2025-12-07","PRD-02","28-709-30204-425"
"a0Qak00000ktCX7EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCX7EAM","Oil","Suspended","Flowing","6487.74","12598.0","10471.88","Bone Spring","2017-01-12","2017-05-07","2026-06-24","PRD-06","16-757-44654-426"
"a0Qak00000ktCWVEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWVEA2","Oil","Producing","Flowing","7007.9","16141.92","15118.8","Wolfcamp","2023-10-27","2024-01-14","2026-06-01","PRD-06","65-725-95467-428"
"a0Qak00000ktChqEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChqEAE","Gas","Producing","Flowing","1335.44","3687.94","3057.38","Woodford","2025-10-01","2026-03-03","2026-06-07","PRD-04","76-445-98829-429"
"a0Qak00000ktCdeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdeEAE","Oil","Producing","Flowing","15550.95","5679.52","4225.21","Fayetteville","2025-06-01","2026-02-14","2026-06-19","PRD-04","46-357-35307-430"
"a0Qak00000ktCaWEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaWEAU","Oil","Producing","Artificial Lift","14108.33","15879.27","14170.83","Utica","2017-02-02","2017-05-05","2026-06-08","PRD-02","21-976-89257-431"
"a0Qak00000ktCeuEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeuEAE","Water Disposal","Producing","Artificial Lift","73493.32","10660.69","10005.14","Monterey","2025-10-06","2026-02-07","2026-06-22","PRD-05","69-776-19924-432"
"a0Qak00000ktCaREAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaREAU","Oil","Producing","Abandoned","4244.46","17753.61","11757.78","Eagle Ford","2018-08-15","2018-12-25","2026-06-11","PRD-07","32-760-74494-434"
"a0Qak00000ktCZXEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZXEA2","Oil","Producing","Shut-In","6753.18","15367.6","9792.04","Barnett","2021-05-15","2021-08-05","2026-06-29","PRD-02","19-685-42846-435"
"a0Qak00000ktCiFEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiFEAU","Oil","Producing","Flowing","2488.51","7570.06","4544.33","Bakken","2025-05-26","2026-01-10","2026-06-22","PRD-03","99-437-61292-436"
"a0Qak00000ktCeUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeUEAU","Oil","Producing","Shut-In","46894.16","9360.58","8381.62","Spraberry","2025-05-19","2026-03-21","2026-06-23","PRD-01","59-805-73185-437"
"a0Qak00000ktCeCEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeCEAU","Injection","Producing","Shut-In","38329.69","11818.36","8748.13","Wolfcamp","2024-05-23","2024-08-07","2026-06-19","PRD-06","20-961-70245-438"
"a0Qak00000ktCb9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCb9EAE","Oil","Shut-In","Artificial Lift","1070.3","12609.96","8408.97","Bone Spring","2019-11-23","2020-02-15","2025-07-13","PRD-06","72-186-92941-439"
"a0Qak00000ktCWxEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWxEAM","Oil","Shut-In","Artificial Lift","1017.63","8304.38","7878.65","Marcellus","2018-05-21","2019-01-05","2026-04-29","PRD-05","73-646-68891-440"
"a0Qak00000ktCi9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCi9EAE","Gas","Producing","Flowing","1696.43","5364.03","4572.05","Woodford","2026-01-12","2026-05-30","2026-06-05","PRD-08","96-991-80328-441"
"a0Qak00000ktCVuEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCVuEAM","Oil","Producing","Artificial Lift","4956.39","17524.37","13312.64","Permian Basin","2017-09-13","2017-11-14","2026-06-04","PRD-02","24-609-87984-443"
"a0Qak00000ktCWFEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWFEA2","Oil","Suspended","Artificial Lift","12164.58","13114.54","11593.68","Bone Spring","2016-03-31","2016-11-21","2026-06-20","PRD-02","97-689-81550-444"
"a0Qak00000ktCcjEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcjEAE","Oil","Producing","Flowing","43512.98","14256.76","8757.14","Eagle Ford","2023-09-14","2024-08-22","2026-06-18","PRD-03","12-598-20580-446"
"a0Qak00000ktCgBEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgBEAU","Water Disposal","Producing","Shut-In","60938.18","10937.31","7648.53","Bone Spring","2024-10-27","2025-01-29","2026-06-24","PRD-03","91-377-78562-447"
"a0Qak00000ktCdGEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdGEAU","Gas","Producing","Shut-In","54684.97","5376.21","3564.43","Barnett","2024-06-29","2024-09-12","2026-06-10","PRD-05","54-528-10599-448"
"a0Qak00000ktCWeEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWeEAM","Oil","Producing","Abandoned","14663.48","15427.05","13914.52","Fayetteville","2018-06-02","2018-10-22","2026-06-16","PRD-04","45-154-35391-449"
"a0Qak00000ktCWJEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWJEA2","Oil","Producing","Artificial Lift","12734.83","18937.81","14660.33","Permian Basin","2016-11-03","2016-12-25","2026-06-29","PRD-06","46-314-66973-450"
"a0Qak00000ktCgQEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgQEAU","Oil","Producing","Artificial Lift","72855.17","9531.48","6067.24","Bakken","2024-07-30","2024-11-27","2026-06-25","PRD-01","72-627-25212-451"
"a0Qak00000ktCa3EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCa3EAE","Oil","Producing","Shut-In","3315.25","12303.08","8543.17","Niobrara","2022-12-11","2023-01-26","2026-06-08","PRD-01","45-239-24563-454"
"a0Qak00000ktCcvEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcvEAE","Water Disposal","Producing","Flowing","71042.94","7164.43","5485.96","Barnett","2025-07-13","2025-08-19","2026-06-07","PRD-07","41-353-52899-456"
"a0Qak00000ktCb7EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCb7EAE","Oil","Shut-In","Flowing","9080.69","9787.64","7837.9","Bakken","2019-09-02","2019-10-24","2026-05-11","PRD-08","74-134-65797-457"
"a0Qak00000ktCbYEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbYEAU","Gas","Producing","Flowing","66871.14","13212.91","10020.07","Marcellus","2025-04-26","2026-03-07","2026-06-06","PRD-01","98-849-63296-458"
"a0Qak00000ktCimEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCimEAE","Injection","Producing","Artificial Lift","3062.51","7026.61","4725.4","Wolfcamp","2025-06-27","2026-06-09","2026-06-02","PRD-06","17-627-98428-461"
"a0Qak00000ktCXcEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCXcEAM","Oil","Suspended","Artificial Lift","5801.07","15429.6","11231.98","Permian Basin","2016-05-13","2017-03-25","2026-06-08","PRD-02","81-826-36832-462"
"a0Qak00000ktCasEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCasEAE","Oil","Producing","Artificial Lift","8324.69","15788.46","13547.81","Spraberry","2017-08-13","2017-12-28","2026-06-06","PRD-04","51-461-45043-463"
"a0Qak00000ktCYDEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYDEA2","Oil","Shut-In","Artificial Lift","1289.67","12473.77","9459.41","Fayetteville","2018-05-04","2018-08-04","2025-10-03","PRD-05","67-735-58253-464"
"a0Qak00000ktCY8EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCY8EAM","Oil","Suspended","Flowing","12227.54","19290.51","12017.4","Monterey","2019-02-28","2019-05-13","2026-06-28","PRD-07","32-395-20085-465"
"a0Qak00000ktCXAEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXAEA2","Oil","Producing","Artificial Lift","10607.69","13955.94","12647.54","Fayetteville","2017-05-08","2017-06-18","2026-06-21","PRD-07","97-654-27305-466"
"a0Qak00000ktCftEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCftEAE","Injection","Producing","Flowing","62951.1","5214.82","3473.96","Bakken","2024-12-14","2025-10-06","2026-06-10","PRD-06","62-692-54930-467"
"a0Qak00000ktCc1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCc1EAE","Injection","Producing","Artificial Lift","49460.8","10484.69","7971.54","Utica","2025-07-14","2026-01-16","2026-06-25","PRD-05","39-595-58745-468"
"a0Qak00000ktCWlEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWlEAM","Oil","Suspended","Artificial Lift","5620.25","13471.12","8867.06","Monterey","2021-11-11","2022-09-11","2026-06-21","PRD-03","32-959-97340-469"
"a0Qak00000ktCj9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCj9EAE","Gas","Producing","Flowing","2242.15","9828.26","7732.63","Eagle Ford","2025-10-29","2026-06-23","2026-06-01","PRD-08","28-569-51971-471"
"a0Qak00000ktCdyEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdyEAE","Injection","Producing","Artificial Lift","78414.07","8312.81","7040.19","Barnett","2024-09-19","2025-08-08","2026-06-09","PRD-03","82-846-67947-472"
"a0Qak00000ktCWzEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWzEAM","Oil","Shut-In","Shut-In","13552.53","9673.08","7669.17","Haynesville","2023-07-30","2024-03-21","2025-07-19","PRD-04","67-465-22121-473"
"a0Qak00000ktCd8EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd8EAE","Oil","Producing","Artificial Lift","27684.73","10264.34","8965.38","Spraberry","2025-04-12","2025-08-20","2026-06-30","PRD-02","78-969-68387-474"
"a0Qak00000ktCWkEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCWkEAM","Oil","Plugged","Artificial Lift","7611.75","15238.06","11871.13","Bakken","2016-06-07","2017-01-07","2025-11-09","PRD-03","64-478-60608-475"
"a0Qak00000ktCbMEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbMEAU","Oil","Producing","Artificial Lift","5594.65","19730.28","17875.74","Eagle Ford","2021-05-17","2022-01-29","2026-06-07","PRD-07","66-395-31468-476"
"a0Qak00000ktCYMEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYMEA2","Oil","Suspended","Abandoned","6645.57","18757.15","12170.55","Utica","2017-08-03","2017-10-16","2026-06-26","PRD-04","48-586-78852-477"
"a0Qak00000ktCaSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCaSEAU","Oil","Plugged","Artificial Lift","14421.38","17073.37","10772.56","Woodford","2016-11-14","2017-05-02","2025-10-31","PRD-03","81-573-84437-478"
"a0Qak00000ktCbOEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbOEAU","Oil","Producing","Artificial Lift","4308.82","19472.32","17369.02","Barnett","2022-02-09","2023-02-08","2026-06-09","PRD-05","63-283-74472-480"
"a0Qak00000ktCijEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCijEAE","Injection","Producing","Shut-In","1866.01","8130.7","4928.35","Haynesville","2025-06-26","2026-05-19","2026-06-29","PRD-03","50-572-27759-482"
"a0Qak00000ktCbHEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbHEAU","Oil","Producing","Artificial Lift","6582.95","18945.26","13727.63","Haynesville","2020-05-27","2021-03-24","2026-06-10","PRD-02","75-298-92317-483"
"a0Qak00000ktCePEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCePEAU","Injection","Producing","Flowing","63920.85","10437.12","9449.3","Tuscaloosa","2025-02-09","2025-07-27","2026-06-09","PRD-06","22-647-86027-484"
"a0Qak00000ktCawEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCawEAE","Oil","Suspended","Artificial Lift","8013.48","12476.17","9603.09","Niobrara","2022-06-12","2022-09-02","2026-06-24","PRD-03","74-326-34696-485"
"a0Qak00000ktCYNEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYNEA2","Oil","Suspended","Shut-In","10499.97","19429.94","17411.64","Bone Spring","2018-01-28","2018-04-26","2026-06-17","PRD-08","19-219-27200-486"
"a0Qak00000ktCaNEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaNEAU","Oil","Suspended","Artificial Lift","2366.36","16330.93","13731.32","Haynesville","2022-09-19","2023-02-03","2026-06-26","PRD-02","64-807-24643-488"
"a0Qak00000ktCclEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCclEAE","Oil","Producing","Artificial Lift","64226.71","5425.17","3459.83","Spraberry","2023-10-07","2024-07-25","2026-06-12","PRD-01","70-221-43162-489"
"a0Qak00000ktCgPEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgPEAU","Oil","Producing","Artificial Lift","33029.42","10797.51","7809.53","Tuscaloosa","2024-01-27","2025-01-04","2026-06-23","PRD-02","22-939-85777-491"
"a0Qak00000ktCYEEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYEEA2","Oil","Shut-In","Shut-In","14481.83","10061.28","8692.0","Bakken","2023-01-04","2023-05-23","2025-09-15","PRD-08","56-814-87251-492"
"a0Qak00000ktCYwEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYwEAM","Oil","Producing","Shut-In","2056.21","18016.91","16998.15","Woodford","2021-04-17","2022-02-04","2026-06-23","PRD-07","24-879-51193-493"
"a0Qak00000ktCXuEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCXuEAM","Oil","Producing","Artificial Lift","2470.73","17147.28","14517.84","Fayetteville","2023-11-05","2024-01-16","2026-06-20","PRD-08","24-494-47173-494"
"a0Qak00000ktCd9EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd9EAE","Gas","Producing","Artificial Lift","59658.03","13410.9","9106.75","Woodford","2024-12-01","2025-08-07","2026-06-24","PRD-02","70-795-58161-495"
"a0Qak00000ktCWSEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWSEA2","Oil","Producing","Shut-In","10245.38","12756.44","9987.42","Wolfcamp","2023-04-18","2023-07-18","2026-06-26","PRD-07","61-811-87405-496"
"a0Qak00000ktCYlEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCYlEAM","Oil","Producing","Shut-In","8937.82","11275.67","9881.12","Wolfcamp","2019-06-06","2020-01-04","2026-06-15","PRD-07","72-623-46554-498"
"a0Qak00000ktCdaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdaEAE","Oil","Producing","Flowing","22942.35","9893.41","6735.31","Permian Basin","2026-02-10","2026-05-01","2026-06-07","PRD-01","18-610-98880-499"
"a0Qak00000ktChkEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChkEAE","Water Disposal","Producing","Flowing","3396.02","4069.16","3327.3","Eagle Ford","2025-08-18","2026-06-10","2026-06-06","PRD-08","69-306-48477-500"
"a0Qak00000ktCa4EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCa4EAE","Oil","Shut-In","Artificial Lift","3064.6","15912.93","13888.55","Monterey","2016-04-07","2016-07-30","2025-09-22","PRD-07","27-419-60997-502"
"a0Qak00000ktCXeEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXeEAM","Oil","Shut-In","Artificial Lift","10287.86","15920.94","13371.69","Utica","2018-06-25","2019-03-25","2025-08-17","PRD-03","74-157-61299-503"
"a0Qak00000ktCaKEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaKEAU","Oil","Producing","Shut-In","5978.07","16117.85","13994.56","Haynesville","2020-09-26","2020-11-26","2026-06-30","PRD-01","26-957-58026-504"
"a0Qak00000ktCWUEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWUEA2","Oil","Producing","Shut-In","890.05","18696.11","13450.73","Eagle Ford","2019-02-18","2019-09-12","2026-06-19","PRD-07","54-157-96670-505"
"a0Qak00000ktCeaEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeaEAE","Oil","Producing","Flowing","35286.47","5849.42","4918.17","Tuscaloosa","2025-04-26","2025-07-23","2026-06-20","PRD-03","12-651-52744-506"
"a0Qak00000ktCaXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaXEAU","Oil","Shut-In","Flowing","8736.72","18816.92","13046.08","Bone Spring","2018-04-29","2019-03-26","2026-05-20","PRD-06","58-684-61157-507"
"a0Qak00000ktCb1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCb1EAE","Oil","Producing","Artificial Lift","7581.2","16290.37","10948.23","Barnett","2018-04-21","2018-11-10","2026-06-25","PRD-05","56-546-36444-508"
"a0Qak00000ktCfoEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfoEAE","Oil","Producing","Artificial Lift","66164.72","13403.8","10556.05","Haynesville","2025-07-10","2025-09-02","2026-06-21","PRD-07","38-739-22053-509"
"a0Qak00000ktCVxEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCVxEAM","Oil","Shut-In","Artificial Lift","8713.21","14372.76","10772.2","Niobrara","2022-08-23","2023-08-21","2025-12-28","PRD-05","65-779-80772-510"
"a0Qak00000ktCX5EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCX5EAM","Oil","Producing","Artificial Lift","4143.34","14184.43","11844.65","Fayetteville","2022-05-14","2022-06-22","2026-06-10","PRD-03","83-611-37912-511"
"a0Qak00000ktCeJEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeJEAU","Water Disposal","Producing","Artificial Lift","75976.69","7679.36","6322.22","Spraberry","2024-01-01","2024-09-09","2026-06-01","PRD-01","76-305-57746-512"
"a0Qak00000ktCdREAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdREAU","Gas","Producing","Flowing","59544.93","8002.76","6021.17","Niobrara","2025-04-07","2026-03-27","2026-06-24","PRD-07","44-943-47623-513"
"a0Qak00000ktCaqEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCaqEAE","Oil","Producing","Shut-In","6385.06","9362.7","6246.52","Marcellus","2020-04-14","2021-01-06","2026-06-15","PRD-07","64-762-14850-514"
"a0Qak00000ktCY3EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCY3EAM","Oil","Producing","Artificial Lift","922.56","17476.04","12184.65","Fayetteville","2021-07-17","2022-07-11","2026-06-03","PRD-01","72-901-12609-515"
"a0Qak00000ktCfeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfeEAE","Water Disposal","Producing","Artificial Lift","76728.84","14315.56","9851.01","Monterey","2025-09-30","2026-02-28","2026-06-11","PRD-02","50-437-86588-517"
"a0Qak00000ktCZpEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZpEAM","Oil","Suspended","Shut-In","14064.75","10616.1","6766.54","Marcellus","2020-09-20","2021-06-02","2026-06-17","PRD-05","85-157-74272-518"
"a0Qak00000ktCh6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCh6EAE","Oil","Producing","Artificial Lift","22342.49","10457.45","8012.49","Marcellus","2025-05-08","2025-08-20","2026-06-19","PRD-08","57-941-50392-519"
"a0Qak00000ktCZGEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZGEA2","Oil","Shut-In","Flowing","1004.74","16873.4","14842.34","Bakken","2016-05-02","2016-10-01","2026-01-22","PRD-07","49-754-57560-520"
"a0Qak00000ktCaCEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCaCEAU","Oil","Plugged","Shut-In","8256.21","10836.58","8179.89","Bakken","2019-08-27","2020-02-03","2025-12-28","PRD-02","40-404-37575-521"
"a0Qak00000ktChnEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChnEAE","Injection","Producing","Flowing","2194.23","5220.29","4616.23","Wolfcamp","2026-01-29","2026-03-17","2026-06-22","PRD-02","72-582-64127-522"
"a0Qak00000ktCXEEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXEEA2","Oil","Shut-In","Artificial Lift","6929.37","15693.19","9432.81","Marcellus","2016-12-10","2017-06-14","2025-12-22","PRD-02","24-261-42716-524"
"a0Qak00000ktCWXEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCWXEA2","Oil","Shut-In","Abandoned","12544.01","17157.95","15381.01","Wolfcamp","2019-05-15","2019-11-24","2025-10-12","PRD-08","27-366-32738-525"
